,country,year,co2_e,coal_c,elec_g,elec_c,hydro_g,nuclear_g,gas_g,oil_c,oil_g
2258,Brazil,2001,1.88,0.0722,1850.0,1740.0,0.13,0.00694,0.0382,0.496,0.396
1596,North Macedonia,1992,5.55,0.668,3050.0,2920.0,0.0377,0.0,0.0,0.524,0.0
850,Norway,1981,7.8,0.239,0.0,19400.0,1.95,0.0,5.19,2.13,5.93
2680,South Korea,2006,9.53,1.16,8240.0,8040.0,0.00631,0.271,0.0,2.14,0.0
2125,India,1999,0.96,0.149,527.0,391.0,0.00671,0.0011,0.02,0.097,0.0333
463,Pakistan,1975,0.347,0.00774,0.0,109.0,0.00547,0.00076,0.049,0.0609,0.0
2642,Austria,2006,9.31,0.482,7770.0,8240.0,0.372,0.0,0.0,1.66,0.0
2773,Peru,2007,1.22,0.0365,1060.0,958.0,0.0597,0.0,0.0781,0.255,0.194
1691,Slovenia,1993,7.16,0.713,5970.0,4950.0,0.134,0.174,0.0,0.937,0.0
1698,USA,1993,20.4,1.83,13100.0,12300.0,0.0934,0.213,1.62,2.98,1.53
1715,Chile,1994,2.67,0.155,1780.0,1580.0,0.103,0.0,0.0,0.658,0.0
2124,Indonesia,1999,1.17,0.0565,403.0,353.0,0.00384,0.0,0.293,0.233,0.329
2927,Oman,2009,14.1,0.00049,6410.0,5600.0,0.0,0.0,7.15,1.93,13.8
2526,Sri Lanka,2004,0.627,0.00081,451.0,354.0,0.013,0.0,0.0,0.179,0.0
3234,North Macedonia,2013,3.79,0.561,2940.0,3570.0,0.0,0.0,0.0,0.442,0.0
1045,Norway,1984,8.23,0.271,0.0,21900.0,2.2,0.0,5.35,2.07,8.69
2089,Uzbekistan,1998,4.95,0.0345,1910.0,1780.0,0.0205,0.0,1.77,0.287,0.34
779,Sri Lanka,1980,0.226,0.00015,0.0,94.8,0.00843,0.0,0.0,0.0674,0.0
2673,Iran,2006,7.15,0.0213,2740.0,2200.0,0.0222,0.0,1.28,1.21,2.99
1107,Mexico,1985,3.79,0.0401,1270.0,1090.0,0.0296,0.0,0.314,0.801,1.92
584,Sri Lanka,1977,0.204,0.00018,0.0,74.5,0.00744,0.0,0.0,0.0588,0.0
1189,Thailand,1986,0.93,0.0294,466.0,447.0,0.00895,0.0,0.0608,0.217,0.0373
1341,Germany,1989,12.8,1.79,7120.0,6840.0,0.0199,0.177,0.167,1.55,0.0
1853,Ukraine,1995,7.67,1.0,3810.0,3350.0,0.0167,0.119,0.271,0.374,0.0
174,Ecuador,1971,0.676,0.0,0.0,142.0,0.00615,0.0,0.0,0.191,0.0343
2155,Russia,1999,10.1,0.694,5760.0,5000.0,0.0937,0.0712,3.19,0.855,2.07
1567,Ecuador,1992,2.07,0.0,672.0,513.0,0.0399,0.0,0.0,0.555,1.63
2030,Cyprus,1998,7.28,0.0154,3290.0,3080.0,0.0,0.0,0.0,2.58,0.0
610,South Africa,1977,7.55,1.44,0.0,2880.0,0.00619,0.0,0.0,0.442,0.0
792,Portugal,1980,2.75,0.0359,0.0,1560.0,0.0704,0.0,0.0,0.865,0.0
243,France,1972,9.35,0.548,0.0,2940.0,0.0814,0.0243,0.0,2.21,0.0
447,Iraq,1975,2.84,0.0,0.0,367.0,0.00336,0.0,0.0905,0.264,9.56
664,Romania,1978,8.69,0.503,0.0,2660.0,0.0418,0.0,1.27,0.826,0.633
2848,New Zealand,2008,8.79,0.492,10200.0,9560.0,0.449,0.0,0.0,1.71,0.0
1587,Kazakhstan,1992,14.3,2.34,5100.0,5350.0,0.0359,0.0,0.309,1.25,1.58
497,Denmark,1976,11.8,0.561,0.0,3790.0,0.00041,0.0,0.0,3.29,0.0385
21,Poland,1965,7.88,1.9,0.0,1250.0,0.00248,0.0,0.0,0.172,0.0
2246,Venezuela,2000,6.28,0.00546,3520.0,2640.0,0.222,0.0,1.1,0.988,6.63
2503,Ecuador,2004,2.12,0.0,926.0,828.0,0.0483,0.0,0.0,0.532,2.08
202,Oman,1971,2.8,0.0,0.0,16.0,0.0,0.0,0.0,1.78,19.4
1334,Canada,1989,17.0,1.05,18300.0,16500.0,0.917,0.251,3.18,2.98,3.41
221,UAE,1972,70.9,0.0,0.0,1110.0,0.0,0.0,3.78,0.541,176.0
2055,Kazakhstan,1998,8.9,1.36,3280.0,2950.0,0.0346,0.0,0.288,0.56,1.71
1012,China,1984,1.7,0.353,0.0,336.0,0.00717,0.0,0.0102,0.0812,0.108
2184,China,2000,2.6,0.547,1050.0,993.0,0.0151,0.00113,0.0183,0.174,0.126
1553,Bangladesh,1992,0.143,0.00078,82.4,58.6,0.00062,0.0,0.0409,0.0178,0.0
2324,Venezuela,2001,6.98,0.00198,3660.0,2710.0,0.209,0.0,1.15,1.1,6.61
381,Iran,1974,4.53,0.0219,0.0,420.0,0.00923,0.0,0.354,0.588,9.54
3041,Chile,2011,4.53,0.334,3780.0,3600.0,0.105,0.0,0.0,1.02,0.0
2314,Slovak Republic,2001,8.03,0.819,5930.0,5030.0,0.0784,0.272,0.0,0.584,0.0
2236,Slovak Republic,2000,7.64,0.792,5770.0,4960.0,0.0734,0.262,0.0,0.632,0.0
2658,Algeria,2006,2.98,0.0262,1050.0,868.0,0.00056,0.0,2.08,0.342,2.56
2793,Vietnam,2007,1.18,0.0734,751.0,734.0,0.0233,0.0,0.0688,0.156,0.19
1065,South Africa,1984,9.92,1.91,0.0,3920.0,0.0015,0.0105,0.0,0.454,0.0
2826,Indonesia,2008,1.77,0.134,635.0,564.0,0.00422,0.0,0.273,0.255,0.21
2698,Portugal,2006,6.15,0.313,4650.0,4830.0,0.0894,0.0,0.0,1.36,0.0
393,Malaysia,1974,1.61,0.00834,0.0,419.0,0.00719,0.0,0.0175,0.346,0.326
1409,Denmark,1990,10.4,1.18,5050.0,5940.0,0.00047,0.0,0.547,1.76,1.15
1503,Iran,1991,3.92,0.0176,1090.0,989.0,0.0108,0.0,0.435,0.906,3.02
633,France,1978,9.49,0.548,0.0,3950.0,0.11,0.0491,0.0,2.23,0.0
1491,Spain,1991,6.13,0.509,3960.0,3610.0,0.0602,0.123,0.0,1.22,0.0
1057,Slovak Republic,1984,11.7,1.66,0.0,4620.0,0.0262,0.122,0.0,1.21,0.0
733,Sweden,1979,10.2,0.216,0.0,10700.0,0.633,0.218,0.0,4.3,0.0
28,Belgium,1966,11.1,1.84,0.0,2260.0,0.00271,5e-05,0.0,1.71,0.0
110,Denmark,1969,12.1,0.599,0.0,2620.0,0.00039,0.0,0.0,3.35,0.0
2039,Finland,1998,11.5,1.06,13600.0,14800.0,0.251,0.365,0.0,2.1,0.0
2678,Japan,2006,9.88,0.879,9070.0,8540.0,0.0595,0.206,0.0,1.85,0.0
1127,USA,1985,18.7,1.74,11000.0,10400.0,0.101,0.145,1.6,2.95,2.07
798,Sweden,1980,8.63,0.205,0.0,10700.0,0.609,0.274,0.0,3.79,0.0
2411,Bangladesh,2003,0.248,0.00259,146.0,128.0,0.00071,0.0,0.0732,0.0305,0.0
2748,Indonesia,2007,1.62,0.156,613.0,540.0,0.00417,0.0,0.269,0.266,0.206
2653,Colombia,2006,1.44,0.0882,1370.0,971.0,0.0841,0.0,0.135,0.248,0.643
3337,Uzbekistan,2014,3.44,0.0508,1820.0,1650.0,0.0,0.0,1.59,0.0886,0.0922
1183,Qatar,1986,33.4,0.0,10900.0,10700.0,0.0,0.0,13.0,5.41,43.4
196,Morocco,1971,0.501,0.0183,0.0,131.0,0.00832,0.0,0.0,0.122,0.0
3171,Singapore,2012,9.31,0.00464,8740.0,8670.0,0.0,0.0,0.0,11.8,0.0
1612,Slovak Republic,1992,9.2,1.16,4430.0,4700.0,0.0313,0.179,0.0,0.736,0.0
2788,Turkey,2007,4.5,0.423,2750.0,2320.0,0.044,0.0,0.0,0.468,0.0
3057,"Hong Kong, China",2011,6.16,1.06,5580.0,5960.0,0.0,0.0,0.0,2.56,0.0
2777,Qatar,2007,51.7,0.0,16000.0,14700.0,0.0,0.0,46.2,4.31,47.2
1266,Bangladesh,1988,0.137,0.00122,66.6,40.6,0.00058,0.0,0.0352,0.018,0.0
2857,Russia,2008,11.4,0.703,7260.0,6400.0,0.099,0.0979,3.67,0.933,3.45
2893,Ecuador,2009,2.4,0.0,1240.0,1110.0,0.0556,0.0,0.0,0.602,1.77
2251,Australia,2001,18.6,2.62,11700.0,10700.0,0.0735,0.0,1.46,2.02,1.79
3287,Finland,2014,8.73,0.819,12500.0,15200.0,0.0,0.0,0.0,1.7,0.0
2420,Cyprus,2003,7.64,0.0443,4080.0,3890.0,0.0,0.0,0.0,2.72,0.0
2920,Morocco,2009,1.65,0.0848,678.0,743.0,0.00698,0.0,0.0,0.345,0.0
5,Germany,1965,12.6,2.11,0.0,2190.0,0.0161,0.00013,0.0,1.13,0.0
1188,Sweden,1986,7.4,0.37,16500.0,14900.0,0.625,0.718,0.0,2.97,0.0
2898,France,2009,6.12,0.172,8570.0,7340.0,0.0788,0.564,0.0,1.35,0.0
1036,Japan,1984,7.74,0.566,0.0,5180.0,0.0516,0.0968,0.0,1.83,0.0
1450,Portugal,1990,4.62,0.288,2880.0,2540.0,0.0793,0.0,0.0,1.14,0.0
3136,Croatia,2012,4.45,0.147,2500.0,3820.0,0.0,0.0,0.0,0.734,0.0
3015,Singapore,2010,11.4,0.00152,8840.0,8680.0,0.0,0.0,0.0,11.9,0.0
498,Algeria,1976,2.29,0.00275,0.0,228.0,0.00202,0.0,0.39,0.227,3.06
2596,Iraq,2005,4.2,0.0,1050.0,785.0,0.0189,0.0,0.044,0.851,3.34
2007,Trinidad and Tobago,1997,14.6,0.0,3960.0,3480.0,0.0,0.0,6.17,0.673,5.11
3134,Greece,2012,8.49,0.755,5650.0,5530.0,0.0,0.0,0.0,1.44,0.0
2816,Egypt,2008,2.45,0.00874,1620.0,1400.0,0.0161,0.0,0.613,0.41,0.435
987,Portugal,1983,3.02,0.0404,0.0,1740.0,0.0694,0.0,0.0,0.956,0.0
24,Turkey,1965,0.884,0.118,0.0,142.0,0.00588,0.0,0.0,0.115,0.0
2204,Ireland,2000,12.0,0.691,6340.0,5800.0,0.0191,0.0,0.0,2.19,0.0
2337,Canada,2002,18.3,1.03,19200.0,17000.0,0.964,0.208,4.98,3.01,4.47
1204,Canada,1987,16.3,1.01,18800.0,15800.0,1.02,0.25,2.66,2.81,3.42
2524,South Korea,2004,9.88,1.1,7590.0,7390.0,0.00795,0.24,0.0,2.16,0.0
1920,Romania,1996,5.71,0.463,2690.0,2430.0,0.06,0.00528,0.604,0.569,0.3
2723,Bangladesh,2007,0.299,0.00624,217.0,204.0,0.00083,0.0,0.0924,0.026,0.0
31,Germany,1966,12.4,1.95,0.0,2300.0,0.0178,0.0003,0.0,1.26,0.0
62,UK,1967,10.8,1.9,0.0,3510.0,0.00685,0.0364,0.0,1.57,0.00162
2139,Latvia,1999,3.2,0.053,1710.0,2070.0,0.0987,0.0,0.0,0.644,0.0
1090,Greece,1985,6.0,0.606,2780.0,2670.0,0.0243,0.0,0.0,1.2,0.0
2282,Ireland,2001,12.4,0.713,6500.0,5900.0,0.0133,0.0,0.0,2.33,0.0
2824,Croatia,2008,5.44,0.163,2960.0,3990.0,0.102,0.0,0.0,1.03,0.0
1762,Portugal,1994,5.07,0.341,3120.0,2870.0,0.0909,0.0,0.0,1.22,0.0
164,Canada,1971,16.2,0.741,0.0,9170.0,0.634,0.0166,2.34,3.38,3.46
3146,Japan,2012,10.2,0.907,8620.0,8000.0,0.0,0.0,0.0,1.69,0.0
2075,Qatar,1998,58.6,0.0,14800.0,13100.0,0.0,0.0,25.3,3.65,60.8
1824,Sri Lanka,1995,0.319,5e-05,263.0,216.0,0.021,0.0,0.0,0.101,0.0
1519,Malaysia,1991,3.69,0.0843,1430.0,1300.0,0.0203,0.0,0.993,0.734,1.66
2586,France,2005,6.99,0.22,9430.0,7650.0,0.073,0.636,0.0,1.51,0.0
2190,Algeria,2000,2.82,0.0156,819.0,689.0,0.00015,0.0,2.55,0.273,2.15
991,Singapore,1983,13.5,0.00126,0.0,3050.0,0.0,0.0,0.0,4.4,0.0
971,Japan,1983,7.32,0.509,0.0,4960.0,0.0611,0.0829,0.0,1.76,0.0
2211,Kazakhstan,2000,8.95,1.2,3460.0,3170.0,0.0433,0.0,0.488,0.515,2.37
1453,Russia,1990,17.1,1.24,7340.0,6690.0,0.0962,0.0686,3.49,1.71,3.5
224,Austria,1972,7.4,0.527,0.0,3400.0,0.192,0.0,0.0,1.45,0.0
317,Iraq,1973,2.8,0.0,0.0,307.0,0.00226,0.0,0.0679,0.286,9.08
402,Portugal,1974,2.29,0.0486,0.0,1080.0,0.0742,0.0,0.0,0.723,0.0
256,Japan,1972,7.9,0.496,0.0,3740.0,0.0686,0.00766,0.0,2.17,0.0
466,Poland,1975,11.0,2.46,0.0,2590.0,0.00504,0.0,0.143,0.397,0.0
556,Chile,1977,2.11,0.0838,0.0,790.0,0.0559,0.0,0.0,0.435,0.0
1707,Azerbaijan,1994,5.46,0.00052,2290.0,1960.0,0.0205,0.0,0.698,0.95,1.24
1674,North Macedonia,1993,5.13,0.673,2610.0,2600.0,0.0231,0.0,0.0,0.563,0.0
2209,Italy,2000,8.3,0.221,4880.0,5300.0,0.0667,0.0,0.242,1.65,0.0809
2631,Trinidad and Tobago,2005,29.4,0.0,5440.0,4870.0,0.0,0.0,19.9,1.3,6.25
2336,Brazil,2002,1.83,0.069,1930.0,1800.0,0.137,0.00664,0.0456,0.479,0.438
2633,Ukraine,2005,6.68,0.795,3970.0,3250.0,0.0226,0.163,0.361,0.291,0.0
1416,France,1990,7.08,0.335,7420.0,5990.0,0.0816,0.476,0.0,1.58,0.0
2085,Trinidad and Tobago,1998,15.1,0.0,4100.0,3590.0,0.0,0.0,6.16,0.777,5.07
1042,Mexico,1984,3.73,0.0378,0.0,1050.0,0.0272,0.0,0.331,0.786,1.99
3039,Canada,2011,16.4,0.642,18500.0,15600.0,0.942,0.228,3.76,3.02,5.07
2327,UAE,2002,24.1,0.0271,13500.0,12000.0,0.0,0.0,10.5,5.76,31.3
2120,Greece,1999,8.89,0.772,4500.0,4320.0,0.0361,0.0,0.0,1.76,0.0
650,Luxembourg,1978,32.9,4.59,0.0,10800.0,0.0187,0.0,0.0,3.89,0.0
3294,Indonesia,2014,1.44,0.177,896.0,808.0,0.0,0.0,0.257,0.299,0.161
1509,Kazakhstan,1991,15.7,2.31,5250.0,5640.0,0.0375,0.0,0.328,1.33,1.62
2035,Ecuador,1998,1.83,0.0,893.0,686.0,0.0468,0.0,0.0,0.678,1.68
2856,Romania,2008,5.05,0.454,3120.0,2610.0,0.0685,0.0447,0.432,0.493,0.227
1573,UK,1992,10.3,1.06,5590.0,5450.0,0.00812,0.115,0.807,1.46,1.64
3291,"Hong Kong, China",2014,6.38,1.14,5590.0,6080.0,0.0,0.0,0.0,2.33,0.0
1424,Ireland,1990,9.38,0.986,4130.0,3770.0,0.017,0.0,0.0,1.26,0.0
2349,Spain,2002,7.95,0.515,5840.0,5580.0,0.0476,0.131,0.0,1.76,0.0
2825,Hungary,2008,5.75,0.304,4010.0,3990.0,0.00183,0.127,0.0,0.729,0.0
2667,"Hong Kong, China",2006,6.17,1.01,5680.0,5880.0,0.0,0.0,0.0,2.19,0.0
813,Brazil,1981,1.38,0.0467,0.0,1010.0,0.0902,0.0,0.00635,0.407,0.0934
1031,Iran,1984,3.3,0.0216,0.0,715.0,0.011,0.0,0.17,0.873,2.25
675,South Africa,1978,7.45,1.37,0.0,3020.0,0.00592,0.0,0.0,0.453,0.0
1907,Mexico,1996,3.72,0.0617,1680.0,1470.0,0.0288,0.00722,0.284,0.833,1.74
266,New Zealand,1972,5.53,0.439,0.0,5310.0,0.419,0.0,0.0,1.51,0.0
215,Trinidad and Tobago,1971,8.48,0.0,0.0,991.0,0.0,0.0,1.68,2.37,6.68
1134,Austria,1986,7.05,0.511,5860.0,5320.0,0.353,0.0,0.0,1.36,0.0
982,Oman,1983,5.53,0.0,0.0,1180.0,0.0,0.0,0.654,0.729,14.2
1155,Greece,1986,5.82,0.576,2820.0,2720.0,0.0279,0.0,0.0,1.21,0.0
193,Kuwait,1971,34.0,0.0,0.0,2810.0,0.0,0.0,2.15,6.03,204.0
749,Canada,1980,18.2,0.908,0.0,12800.0,0.881,0.133,2.51,3.69,3.41
50,Turkey,1966,0.994,0.129,0.0,154.0,0.00617,0.0,0.0,0.134,0.0
2500,Germany,2004,10.9,1.04,7560.0,7110.0,0.022,0.174,0.18,1.51,0.0
1781,UAE,1995,29.0,0.0,10300.0,9330.0,0.0,0.0,10.9,8.63,47.4
2041,UK,1998,9.71,0.659,6200.0,5910.0,0.00752,0.146,1.39,1.39,2.27
906,Japan,1982,7.51,0.52,0.0,4700.0,0.0596,0.0748,0.0,1.77,0.0
350,South Africa,1973,7.26,1.31,0.0,2460.0,0.00347,0.0,0.0,0.473,0.0
2118,France,1999,7.19,0.248,8960.0,7150.0,0.106,0.577,0.0,1.64,0.0
2685,Latvia,2006,3.74,0.039,2200.0,2970.0,0.101,0.0,0.0,0.706,0.0
1412,Egypt,1990,1.34,0.0135,747.0,665.0,0.015,0.0,0.119,0.423,0.811
1804,Estonia,1995,12.7,2.2,6070.0,4240.0,0.00012,0.0,0.0,0.908,0.0
2163,Trinidad and Tobago,1999,17.8,0.0,4150.0,3630.0,0.0,0.0,7.76,1.4,5.26
3156,North Macedonia,2012,4.25,0.671,3020.0,3700.0,0.0,0.0,0.0,0.454,0.0
375,Greece,1974,4.05,0.553,0.0,1560.0,0.0225,0.0,0.0,1.05,0.0
219,Vietnam,1971,0.551,0.0322,0.0,41.8,0.00115,0.0,0.0,0.116,0.0
2081,Slovenia,1998,8.04,0.719,6900.0,5570.0,0.15,0.219,0.0,1.23,0.0
977,Mexico,1983,3.82,0.0385,0.0,1010.0,0.0244,0.0,0.344,0.759,2.02
2897,Finland,2009,10.5,1.01,13600.0,15200.0,0.204,0.379,0.0,1.86,0.0
3319,Peru,2014,1.67,0.0289,1510.0,1330.0,0.0,0.0,0.375,0.32,0.251
1043,Malaysia,1984,2.29,0.0157,0.0,844.0,0.0192,0.0,0.574,0.628,1.41
1316,Singapore,1988,12.5,0.00479,4530.0,4400.0,0.0,0.0,0.0,5.96,0.0
2635,Uzbekistan,2005,4.43,0.0322,1800.0,1720.0,0.0286,0.0,1.78,0.194,0.206
2133,Kazakhstan,1999,7.2,1.27,3150.0,2840.0,0.035,0.0,0.387,0.467,2.01
502,Finland,1976,10.8,0.656,0.0,6550.0,0.172,0.0,0.0,2.71,0.0
2645,Bangladesh,2006,0.296,0.00774,210.0,195.0,0.00084,0.0,0.0876,0.0278,0.0
2028,China,1998,2.57,0.532,917.0,871.0,0.0143,0.00097,0.0159,0.155,0.126
26,Australia,1966,10.4,1.55,0.0,2770.0,0.0523,0.0,0.0,1.55,0.0384
1720,Germany,1994,11.6,1.18,6540.0,6240.0,0.021,0.159,0.173,1.67,0.0
2036,Egypt,1998,1.84,0.012,917.0,856.0,0.0161,0.0,0.175,0.413,0.649
401,Poland,1974,10.3,2.3,0.0,2410.0,0.00542,0.0,0.14,0.368,0.0
683,Brazil,1979,1.59,0.0459,0.0,929.0,0.0843,0.0,0.00634,0.465,0.0764
785,Norway,1980,7.81,0.239,0.0,18700.0,1.76,0.0,5.24,2.3,6.13
2619,Poland,2005,8.41,1.44,4090.0,3440.0,0.00496,0.0,0.101,0.582,0.0
2426,Egypt,2003,2.01,0.0117,1270.0,1100.0,0.0157,0.0,0.342,0.356,0.509
3219,Iran,2013,7.97,0.0188,3380.0,2760.0,0.0,0.0,1.77,1.23,2.22
1476,Bulgaria,1991,6.98,0.842,4660.0,4360.0,0.024,0.13,0.0,0.768,0.0
1234,Sri Lanka,1987,0.242,0.00044,163.0,137.0,0.0112,0.0,0.0,0.0781,0.0
1788,Bulgaria,1995,6.88,0.913,4990.0,4210.0,0.0238,0.178,0.0,0.741,0.0
3120,China,2012,6.97,1.39,3600.0,3470.0,0.0,0.0,0.0693,0.35,0.15
426,Chile,1975,2.17,0.0795,0.0,728.0,0.0527,0.0,0.0,0.413,0.0
1216,Spain,1987,4.87,0.464,3410.0,3090.0,0.0609,0.0918,0.0,1.15,0.0
327,Mexico,1973,2.56,0.0284,0.0,594.0,0.0245,0.0,0.188,0.465,0.459
2047,India,1998,0.916,0.153,495.0,385.0,0.00701,0.00101,0.0199,0.0905,0.034
2690,Netherlands,2006,10.5,0.469,6010.0,7030.0,0.00056,0.0182,3.37,2.89,0.0
1863,Azerbaijan,1996,3.98,0.00038,2170.0,1850.0,0.0169,0.0,0.627,0.756,1.16
1391,UAE,1990,28.3,0.0,9340.0,8180.0,0.0,0.0,9.22,8.42,50.9
1077,China,1985,1.82,0.379,382.0,363.0,0.00752,0.0,0.0104,0.0834,0.116
13,Ireland,1965,4.86,1.11,0.0,1130.0,0.0282,0.0,0.0,0.858,0.0
2962,Switzerland,2010,5.77,0.019,8710.0,8170.0,0.405,0.295,0.0,1.46,0.0
975,Luxembourg,1983,22.9,3.39,0.0,11100.0,0.0217,0.0,0.0,2.66,0.0
3127,Ecuador,2012,2.06,0.0,1480.0,1280.0,0.0,0.0,0.0,0.705,1.75
1015,Czech Republic,1984,18.1,3.78,0.0,4960.0,0.0108,0.0103,0.0,1.05,0.0
1020,Egypt,1984,1.33,0.0147,0.0,514.0,0.0168,0.0,0.0694,0.427,0.872
2399,Ukraine,2002,6.17,0.787,3620.0,2840.0,0.0172,0.14,0.317,0.276,0.0
3239,Oman,2013,16.2,0.0119,6970.0,6120.0,0.0,0.0,7.03,2.22,12.2
2895,Spain,2009,6.37,0.202,6360.0,5650.0,0.0496,0.0994,0.0,1.55,0.0
2691,Norway,2006,9.53,0.133,26000.0,24100.0,2.2,0.0,16.2,2.15,27.5
3090,Romania,2011,4.42,0.404,3060.0,2640.0,0.0,0.0,0.426,0.437,0.208
352,Argentina,1974,3.75,0.0399,0.0,994.0,0.0169,0.00347,0.238,0.937,0.83
1000,South Africa,1983,9.43,1.82,0.0,3690.0,0.00163,0.0,0.0,0.428,0.0
1812,Indonesia,1995,1.15,0.0275,275.0,262.0,0.00325,0.0,0.269,0.211,0.388
3311,Mexico,2014,4.0,0.106,2520.0,2190.0,0.0,0.0,0.366,0.714,1.14
1905,Latvia,1996,3.7,0.101,1260.0,1990.0,0.0649,0.0,0.0,0.795,0.0
1033,Iceland,1984,7.58,0.276,0.0,15200.0,1.36,0.0,0.0,2.2,0.0
1588,South Korea,1992,6.44,0.538,3340.0,2830.0,0.00609,0.111,0.0,1.65,0.0
1052,Portugal,1984,2.9,0.0499,0.0,1770.0,0.0843,0.0,0.0,0.95,0.0
3073,Lithuania,2011,4.57,0.0777,1560.0,3530.0,0.0,0.0,0.0,0.828,0.0
2208,Israel,2000,10.0,1.05,7220.0,6320.0,0.00044,0.0,0.0,2.27,0.0
1866,Bulgaria,1996,7.0,0.919,5150.0,4350.0,0.0303,0.188,0.0,0.699,0.0
1745,Kuwait,1994,33.3,0.0,13700.0,12800.0,0.0,0.0,2.94,4.13,62.3
1559,Chile,1992,2.35,0.135,1630.0,1450.0,0.105,0.0,0.0,0.581,0.0
2549,Slovenia,2004,8.37,0.76,7670.0,6830.0,0.176,0.235,0.0,1.25,0.0
790,Philippines,1980,0.779,0.00296,0.0,366.0,0.00643,0.0,0.0,0.23,0.0
1400,Brazil,1990,1.39,0.0644,1500.0,1440.0,0.119,0.00128,0.0181,0.381,0.229
1096,Iran,1985,3.38,0.0204,822.0,751.0,0.0103,0.0,0.176,0.921,2.33
536,Singapore,1976,13.1,0.00147,0.0,1880.0,0.0,0.0,0.0,3.84,0.0
2175,Azerbaijan,2000,3.64,0.0,2300.0,2040.0,0.0163,0.0,0.545,0.779,1.73
648,Kuwait,1978,17.1,0.0,0.0,4830.0,0.0,0.0,3.15,3.59,88.9
2732,Cyprus,2007,8.01,0.0258,4580.0,4340.0,0.0,0.0,0.0,2.78,0.0
1456,Slovak Republic,1990,11.7,1.48,4940.0,5540.0,0.0307,0.196,0.0,0.939,0.0
961,"Hong Kong, China",1983,4.08,0.409,0.0,2620.0,0.0,0.0,0.0,1.16,0.0
2494,Switzerland,2004,6.18,0.0177,8930.0,8210.0,0.394,0.315,0.0,1.64,0.0
2981,Hungary,2010,5.26,0.271,3760.0,3880.0,0.00162,0.136,0.0,0.651,0.0
2522,Japan,2004,10.0,0.855,8750.0,8390.0,0.064,0.192,0.0,1.9,0.0
3034,Belgium,2011,9.48,0.32,8190.0,8030.0,0.00159,0.386,0.0,2.81,0.0
1721,Denmark,1994,12.4,1.49,7710.0,6540.0,0.00054,0.0,0.839,1.95,1.73
2957,Bangladesh,2010,0.366,0.00505,277.0,246.0,0.00096,0.0,0.112,0.0266,0.0
2716,South Africa,2006,9.22,1.68,5230.0,4630.0,0.00516,0.0178,0.0,0.521,0.0
903,Iceland,1982,6.83,0.143,0.0,14000.0,1.27,0.0,0.0,2.22,0.0
2256,Bulgaria,2001,6.17,0.905,5540.0,3860.0,0.0188,0.211,0.0,0.572,0.0
1711,Belarus,1994,6.37,0.1,3110.0,3070.0,0.00016,0.0,0.0,1.17,0.0
1060,Trinidad and Tobago,1984,15.2,0.0,0.0,2540.0,0.0,0.0,3.07,1.17,7.31
1430,Japan,1990,9.31,0.627,7080.0,6810.0,0.0628,0.142,0.0,1.98,0.0
2907,Iran,2009,7.51,0.0186,3040.0,2460.0,0.0085,0.0,1.6,1.25,2.84
3113,Bangladesh,2012,0.402,0.00607,322.0,281.0,0.0,0.0,0.121,0.036,0.0
2064,North Macedonia,1998,6.27,0.831,3500.0,3080.0,0.0467,0.0,0.0,0.464,0.0
643,Iceland,1978,8.57,0.00081,0.0,11000.0,1.01,0.0,0.0,2.86,0.0
2150,Philippines,1999,0.894,0.0379,543.0,468.0,0.00891,0.0,0.0,0.236,0.0
529,Peru,1976,1.42,0.0082,0.0,444.0,0.032,0.0,0.0334,0.376,0.255
3141,Iran,2012,7.96,0.0149,3290.0,2720.0,0.0,0.0,1.79,1.14,2.39
2550,Sweden,2004,6.28,0.335,17000.0,15400.0,0.576,0.742,0.0,1.89,0.0
1785,Azerbaijan,1995,4.29,0.00039,2190.0,1950.0,0.0172,0.0,0.712,0.846,1.18
2705,Slovenia,2006,8.57,0.773,7550.0,7120.0,0.154,0.238,0.0,1.33,0.0
857,Portugal,1981,2.75,0.0404,0.0,1570.0,0.0438,0.0,0.0,0.912,0.0
970,Italy,1983,6.32,0.237,0.0,3130.0,0.0629,0.00878,0.187,1.57,0.0395
2352,France,2002,6.96,0.214,9350.0,7300.0,0.0872,0.628,0.0,1.55,0.0
346,Turkey,1973,1.58,0.139,0.0,293.0,0.00591,0.0,0.0,0.312,0.0
120,Japan,1969,6.32,0.606,0.0,2890.0,0.0633,0.00092,0.0,1.63,0.0
1706,Austria,1994,7.71,0.384,6710.0,6210.0,0.389,0.0,0.0,1.42,0.0
1029,India,1984,0.504,0.0918,0.0,184.0,0.00605,0.00046,0.00396,0.0521,0.0368
30,Switzerland,1966,5.34,0.179,0.0,3650.0,0.402,0.0,0.0,1.45,0.0
292,Bulgaria,1973,7.94,0.95,0.0,2680.0,0.0256,0.0,0.0,1.25,0.0
1237,Mexico,1987,3.87,0.041,1340.0,1170.0,0.0199,0.0,0.272,0.816,1.81
2865,Trinidad and Tobago,2008,33.7,0.0,5870.0,5390.0,0.0,0.0,24.5,1.71,5.24
2506,Estonia,2004,12.7,2.37,7560.0,5430.0,0.0014,0.0,0.0,1.01,0.0
1809,"Hong Kong, China",1995,5.14,0.921,4590.0,4850.0,0.0,0.0,0.0,1.57,0.0
3070,South Korea,2011,11.8,1.68,10400.0,10100.0,0.00839,0.267,0.0,2.12,0.0
